from,to,count
#fakegandhi,#india,6
#सुदर्शन_की_हार_हिंदुओ_की_हार,#DalitLivesMatter,6
#सुदर्शन_की_हार_हिंदुओ_की_हार,*ndtv,1
*ndtv,#HathrasTapes,7
*ndtv,#soldout,1
*ndtv,#HathrasTruthExposed,5
*ndtv,#RepublicFor302,1
*ndtv,#SSrian,1
*ndtv,#RahulGandhi,12
*ndtv,#shameonuNDTV,1
*ndtv,#SSR,4
*ndtv,#hathrastapes,1
*ndtv,#PriyankaGandhiVadra,12
*ndtv,#DalitLivesMatter,7
*ndtv,#FakeNewsMedia,1
*ndtv,#302ForSSRKillers,864
*ndtv,#tanushreepandey,1
*ndtv,#NDTVExclusive,576
*ndtv,#FakeGandhi,1
*ndtv,#HathrasHorrorShocksIndia,1
*ndtv,#FarmBills2020,1
*ndtv,#JusticeForSSR,32
*ndtv,#AtalTunnel,2
*ndtv,#SatyagrahForSSR,1
*ndtv,#CBIFiles302InSSRCase,1
*ndtv,#AIIMS,2
*ndtv,#SushantSinghRajputCase,7
*ndtv,#हाथरस,1
*ndtv,#indiacovid,1
*ndtv,#CBI,1
*ndtv,#HathrasCase,2
*ndtv,#AIIMSreport,1
*ndtv,#SushantSinghRajput,2
*ndtv,#Hathras,12
*ndtv,#EvidencesScreamMurder,1
*ndtv,#aiims,1
#HathrasTapes,#FakeGandhi,4936
#HathrasTapes,#SSR,6
#HathrasTapes,#HathrasHorrorShocksIndia,2484
#HathrasTapes,#hathrastapes,6
#HathrasTapes,#SushantSinghRajputCase,1
#HathrasTapes,#HathrasTruthExposed,19350
#HathrasTapes,#PriyankaGandhiVadra,9
#HathrasTapes,#RepublicFor302,22
#HathrasTapes,#DalitLivesMatter,1251
#HathrasTapes,#HathrasCase,3820
#HathrasTapes,#हाथरस,1551
#HathrasTapes,#RahulGandhi,656
#HathrasTapes,#FakeNewsMedia,3
#HathrasTapes,#tanushreepandey,5559
#HathrasTapes,#302ForSSRKillers,38
#HathrasTapes,#SushantSinghRajput,20
#HathrasTapes,#Hathras,7095
#HathrasTapes,#NDTVExclusive,1
#soldout,#CBI,1
#soldout,#AIIMS,2
#HathrasTruthExposed,#hathrastapes,4
#HathrasTruthExposed,#RepublicFor302,11
#HathrasTruthExposed,#Hathras,12949
#HathrasTruthExposed,#RahulGandhi,900
#HathrasTruthExposed,#SSR,10
#HathrasTruthExposed,#PriyankaGandhiVadra,8
#HathrasTruthExposed,#DalitLivesMatter,1938
#HathrasTruthExposed,#FakeNewsMedia,5
#HathrasTruthExposed,#302ForSSRKillers,726
#HathrasTruthExposed,#tanushreepandey,2892
#HathrasTruthExposed,#NDTVExclusive,2
#HathrasTruthExposed,#FakeGandhi,124
#HathrasTruthExposed,#HathrasHorrorShocksIndia,2525
#HathrasTruthExposed,#AtalTunnel,715
#HathrasTruthExposed,#CBI,6
#HathrasTruthExposed,#AIIMS,16
#HathrasTruthExposed,#SushantSinghRajputCase,2
